,age,income,membership_days,gender_F,gender_M,gender_O,offer_completed_after_view,reward,difficulty,duration,offer_type,email,mobile,social,web
9831,78.0,81000.0,1816,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
28142,58.0,97000.0,442,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
33344,84.0,97000.0,658,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
24461,81.0,102000.0,666,1,0,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
29842,38.0,52000.0,30,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15387,22.0,37000.0,1023,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
33056,79.0,88000.0,120,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
12192,49.0,107000.0,725,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
20206,68.0,37000.0,299,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
28737,65.0,92000.0,1129,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
6322,38.0,69000.0,138,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
23511,31.0,34000.0,293,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
26626,25.0,35000.0,249,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
34773,87.0,45000.0,260,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
39196,79.0,78000.0,837,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
46320,86.0,74000.0,1030,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
32493,53.0,67000.0,92,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
45943,43.0,69000.0,351,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
2225,23.0,63000.0,329,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
25721,63.0,67000.0,827,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
43223,29.0,41000.0,101,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25431,49.0,73000.0,241,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
16228,23.0,32000.0,4,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
31381,54.0,33000.0,961,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
5575,75.0,92000.0,1034,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
37354,69.0,88000.0,795,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
5797,63.0,49000.0,229,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
43790,24.0,58000.0,344,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
5742,25.0,55000.0,131,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
19030,57.0,93000.0,825,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
37559,53.0,66000.0,1719,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
40657,77.0,68000.0,5,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
41700,92.0,35000.0,199,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
5280,42.0,98000.0,207,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15290,51.0,86000.0,330,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35263,35.0,60000.0,214,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
22473,41.0,62000.0,333,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
14101,88.0,116000.0,936,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
28033,71.0,78000.0,129,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
22769,43.0,73000.0,1641,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
26958,66.0,40000.0,889,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
3169,30.0,53000.0,35,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
31949,77.0,96000.0,640,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
23578,45.0,73000.0,206,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
24176,52.0,58000.0,359,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
14041,22.0,53000.0,218,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
7022,88.0,88000.0,81,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44227,53.0,65000.0,254,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
37776,23.0,65000.0,690,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
15665,65.0,43000.0,59,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
12249,62.0,89000.0,454,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
38880,60.0,54000.0,169,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
28321,21.0,58000.0,139,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
9237,80.0,116000.0,556,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
5589,47.0,47000.0,159,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
5594,82.0,65000.0,106,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
34052,28.0,48000.0,880,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
18711,51.0,34000.0,128,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
31617,20.0,62000.0,330,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
14758,45.0,54000.0,1487,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
8251,54.0,76000.0,5,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44132,75.0,82000.0,1074,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
16256,40.0,71000.0,24,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
39392,61.0,68000.0,1145,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
46303,27.0,47000.0,218,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
15388,22.0,37000.0,1023,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
12156,76.0,49000.0,91,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
159,67.0,76000.0,515,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
25271,20.0,50000.0,229,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
1589,43.0,52000.0,951,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
24069,43.0,42000.0,926,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
15384,72.0,118000.0,288,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
38398,69.0,62000.0,52,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
23104,52.0,94000.0,1086,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
7196,49.0,84000.0,1721,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
16586,60.0,102000.0,230,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
10587,26.0,57000.0,452,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
30798,25.0,34000.0,707,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
23898,54.0,62000.0,307,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
34380,23.0,69000.0,580,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
35657,67.0,113000.0,47,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
33258,74.0,79000.0,958,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
22204,74.0,101000.0,298,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
15607,65.0,70000.0,552,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
46631,66.0,96000.0,706,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
28497,76.0,115000.0,964,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
23815,29.0,43000.0,309,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
35609,70.0,99000.0,195,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
36530,84.0,57000.0,907,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
38519,55.0,99000.0,292,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
4730,65.0,96000.0,363,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
17642,20.0,40000.0,747,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
2953,43.0,88000.0,66,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
35382,61.0,31000.0,964,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
30670,89.0,99000.0,733,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
10360,62.0,40000.0,355,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
39302,21.0,71000.0,272,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
40192,59.0,103000.0,279,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
15733,41.0,98000.0,1705,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
40662,67.0,92000.0,1542,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
24331,81.0,98000.0,5,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
12461,48.0,42000.0,338,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45275,19.0,67000.0,146,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
15286,32.0,61000.0,147,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
5189,36.0,60000.0,269,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
22061,40.0,84000.0,150,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
8556,49.0,68000.0,1002,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
38073,33.0,39000.0,1075,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
18534,53.0,75000.0,891,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
28263,70.0,97000.0,41,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
2092,65.0,57000.0,655,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
21822,52.0,56000.0,19,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
10217,48.0,71000.0,1166,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
33009,32.0,40000.0,244,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
41943,34.0,48000.0,553,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
24356,33.0,56000.0,588,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
19834,53.0,98000.0,438,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
1098,63.0,70000.0,317,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
1381,51.0,78000.0,333,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44246,69.0,73000.0,1820,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
8612,64.0,47000.0,91,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
21308,73.0,110000.0,374,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
11539,48.0,57000.0,513,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
28225,23.0,59000.0,402,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
15053,56.0,69000.0,407,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
10444,54.0,60000.0,279,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
29262,61.0,48000.0,254,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
44488,79.0,107000.0,806,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
41289,20.0,53000.0,260,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
11401,43.0,33000.0,273,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
41233,93.0,115000.0,294,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
7301,66.0,91000.0,165,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
8075,26.0,73000.0,291,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
12949,51.0,77000.0,224,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
42802,67.0,61000.0,62,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
20646,71.0,93000.0,178,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
9774,86.0,75000.0,853,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
32845,70.0,59000.0,112,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
3365,26.0,62000.0,34,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
1088,43.0,59000.0,295,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
12880,52.0,43000.0,555,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
10897,47.0,43000.0,420,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
11601,53.0,45000.0,674,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
46032,69.0,60000.0,552,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
19247,47.0,62000.0,128,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
10514,61.0,115000.0,332,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
12318,49.0,70000.0,479,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
27852,61.0,77000.0,822,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
20562,47.0,46000.0,314,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15924,49.0,74000.0,1009,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
11955,53.0,65000.0,421,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
39172,96.0,87000.0,257,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
17631,49.0,109000.0,465,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
276,39.0,60000.0,310,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
12425,37.0,93000.0,943,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
26984,26.0,61000.0,154,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
22345,41.0,80000.0,570,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
19359,47.0,53000.0,248,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
36735,60.0,32000.0,666,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
21189,49.0,57000.0,71,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
5849,41.0,65000.0,244,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
36249,58.0,39000.0,515,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
27144,54.0,60000.0,208,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
33961,19.0,39000.0,271,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
24600,51.0,82000.0,407,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
26951,50.0,61000.0,1345,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
24079,57.0,62000.0,1333,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
25556,53.0,116000.0,1076,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
2492,68.0,115000.0,450,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
21855,57.0,92000.0,635,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
40580,58.0,52000.0,52,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
14496,32.0,34000.0,269,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
36764,53.0,90000.0,867,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15087,62.0,88000.0,274,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
2385,59.0,108000.0,333,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
8023,48.0,68000.0,461,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
39921,77.0,57000.0,1746,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
16519,22.0,47000.0,247,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
34688,48.0,35000.0,81,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
19525,78.0,96000.0,407,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
33186,75.0,82000.0,294,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
41936,59.0,66000.0,1422,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
28441,39.0,50000.0,757,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
43971,45.0,47000.0,69,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
43799,21.0,74000.0,21,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
18374,58.0,53000.0,892,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
21109,63.0,96000.0,770,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
28796,31.0,64000.0,184,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
3805,53.0,99000.0,720,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
30434,49.0,73000.0,445,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
36365,50.0,111000.0,782,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
36654,46.0,63000.0,519,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
39479,63.0,73000.0,140,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
45391,24.0,33000.0,345,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
13005,54.0,70000.0,27,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
20904,34.0,38000.0,199,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
43982,26.0,54000.0,94,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
13541,41.0,34000.0,1057,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
28107,52.0,67000.0,515,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
7275,59.0,81000.0,795,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
38178,78.0,72000.0,318,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
40768,52.0,67000.0,35,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
12996,71.0,94000.0,490,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
7172,59.0,35000.0,962,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
12883,56.0,80000.0,460,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
29580,72.0,75000.0,183,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
38701,75.0,44000.0,752,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37592,24.0,47000.0,6,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
882,51.0,55000.0,806,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
32324,26.0,53000.0,897,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
13907,62.0,46000.0,31,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
29735,43.0,33000.0,160,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
557,75.0,109000.0,85,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
1960,60.0,45000.0,93,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
1207,66.0,71000.0,23,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
25590,74.0,117000.0,291,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
7690,90.0,101000.0,292,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
16879,19.0,34000.0,324,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
26125,40.0,58000.0,725,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
28351,27.0,50000.0,14,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
10496,37.0,64000.0,263,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
19617,60.0,99000.0,355,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
3633,66.0,70000.0,647,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
1708,58.0,54000.0,1371,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
26461,51.0,63000.0,619,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
24877,46.0,47000.0,318,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
1140,36.0,58000.0,459,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
39042,49.0,71000.0,740,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
10248,61.0,99000.0,338,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
26525,90.0,34000.0,239,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
43246,75.0,58000.0,231,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
35487,40.0,61000.0,359,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
25268,20.0,50000.0,229,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
14867,71.0,119000.0,57,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
1307,50.0,110000.0,122,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
18973,19.0,33000.0,298,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
12464,61.0,65000.0,1657,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
19240,57.0,50000.0,247,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
39742,60.0,108000.0,353,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
9439,75.0,79000.0,188,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
34976,57.0,109000.0,254,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
20245,59.0,89000.0,386,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
19576,60.0,58000.0,170,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44809,52.0,56000.0,833,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
13297,34.0,63000.0,283,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
26802,67.0,76000.0,227,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37835,52.0,89000.0,115,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
16015,61.0,78000.0,607,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25918,72.0,54000.0,42,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
30702,41.0,79000.0,1729,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
34451,53.0,94000.0,255,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
19864,30.0,37000.0,275,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
9724,64.0,44000.0,271,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
358,66.0,60000.0,17,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
138,29.0,50000.0,817,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
8498,19.0,30000.0,645,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
26171,76.0,32000.0,611,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
16786,25.0,31000.0,249,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
340,55.0,94000.0,283,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
4860,70.0,50000.0,224,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
